Date,Value Date,Instrument No.,Particulars,Debit,Credit,Balance
24 Jan 2025,24 Jan 2025,,Mobile App MARYAM BEGUM,21474.88,9165.09,249149.67
13 Dec 2024,13 Dec 2024,,Raast IBFT to OMAR ZAMAN,5180.05,21760.89,430206.91
13 Nov 2024,13 Nov 2024,,INET Inter Bank Fund Transfer Charges,6532.34,12667.81,285814.81
09 Jan 2025,09 Jan 2025,299180,Raast IBFT to IQRA PARVEEN,21409.04,23217.4,106979.45
06 Nov 2024,06 Nov 2024,,Raast IBFT to OMAR ZAMAN,15273.23,7941.7,295404.1
13 Jan 2025,13 Jan 2025,,INET Inter Bank Fund Transfer Charges,12326.47,14083.69,274213.9
18 Jan 2025,18 Jan 2025,820442,Raast IBFT to OMAR ZAMAN,6327.76,15779.62,415527.16
07 Nov 2024,07 Nov 2024,,Raast IBFT to OMAR ZAMAN,7811.77,11123.7,219425.52
21 Jan 2025,21 Jan 2025,,Mobile App MARYAM BEGUM,9360.74,15470.26,369732.13
01 Nov 2024,01 Nov 2024,090130,Raast IBFT to IQRA PARVEEN,7226.12,10623.33,88434.33
02 Nov 2024,02 Nov 2024,,Mobile App MARYAM BEGUM,12688.01,23903.72,367560.14
19 Nov 2024,19 Nov 2024,641353,Raast IBFT to IQRA PARVEEN,11191.12,24331.63,30635.61
03 Feb 2025,03 Feb 2025,950815,INET Inter Bank Fund Transfer Charges,17031.43,18965.83,473504.77
20 Jan 2025,20 Jan 2025,720702,Mobile App MARYAM BEGUM,6331.01,5731.24,250524.42
01 Jan 2025,01 Jan 2025,,Raast IBFT to IQRA PARVEEN,22650.05,16604.65,183486.61
24 Dec 2024,24 Dec 2024,536428,Raast IBFT to IQRA PARVEEN,15034.28,17768.57,386124.88
02 Nov 2024,02 Nov 2024,,Mobile App MARYAM BEGUM,11773.9,1691.76,52963.69
16 Jan 2025,16 Jan 2025,,INET Inter Bank Fund Transfer Charges,7849.38,16087.22,224108.79
04 Nov 2024,04 Nov 2024,,Mobile App MARYAM BEGUM,13761.22,23199.47,264971.64
28 Jan 2025,28 Jan 2025,,INET Inter Bank Fund Transfer Charges,10663.64,691.55,129362.16
06 Nov 2024,06 Nov 2024,573438,Raast IBFT to IQRA PARVEEN,22208.05,22038.43,305888.88
25 Jan 2025,25 Jan 2025,,Mobile App MARYAM BEGUM,18523.75,4895.49,130655.66
01 Dec 2024,01 Dec 2024,953623,Mobile App MARYAM BEGUM,12580.41,1458.34,102288.52
08 Feb 2025,08 Feb 2025,953665,INET Inter Bank Fund Transfer Charges,14848.99,18093.53,369282.54
24 Nov 2024,24 Nov 2024,835094,Raast IBFT to IQRA PARVEEN,8322.29,18234.98,334379.83
12 Dec 2024,12 Dec 2024,927393,Mobile App MARYAM BEGUM,24669.21,1067.42,468911.84
15 Dec 2024,15 Dec 2024,113094,Mobile App MARYAM BEGUM,21215.81,15085.12,449815.55
10 Jan 2025,10 Jan 2025,672475,Raast IBFT to IQRA PARVEEN,2196.36,16531.5,16020.45
05 Jan 2025,05 Jan 2025,805047,INET Inter Bank Fund Transfer Charges,16666.32,2600.57,83670.46
14 Jan 2025,14 Jan 2025,,INET Inter Bank Fund Transfer Charges,11591.79,8995.75,79017.34
05 Nov 2024,05 Nov 2024,,Raast IBFT to IQRA PARVEEN,20211.23,13175.95,445873.33
16 Jan 2025,16 Jan 2025,,INET Inter Bank Fund Transfer Charges,3439.81,15301.57,20673.99
23 Nov 2024,23 Nov 2024,,Raast IBFT to OMAR ZAMAN,19890.83,6608.65,433621.04
27 Nov 2024,27 Nov 2024,282552,Raast IBFT to OMAR ZAMAN,2989.14,21480.52,309988.82
19 Jan 2025,19 Jan 2025,440424,INET Inter Bank Fund Transfer Charges,21646.93,23590.9,114955.59
26 Jan 2025,26 Jan 2025,,Raast IBFT to IQRA PARVEEN,22039.25,22523.46,237276.68
07 Nov 2024,07 Nov 2024,800697,Mobile App MARYAM BEGUM,14191.41,9890.44,94461.5
16 Nov 2024,16 Nov 2024,353997,INET Inter Bank Fund Transfer Charges,23380.2,4655.41,354385.05
21 Jan 2025,21 Jan 2025,,INET Inter Bank Fund Transfer Charges,23830.5,17298.92,228933.52
28 Nov 2024,28 Nov 2024,,Mobile App MARYAM BEGUM,17042.27,1360.56,117218.43
31 Jan 2025,31 Jan 2025,329361,Raast IBFT to IQRA PARVEEN,17856.49,21145.25,16259.96
25 Jan 2025,25 Jan 2025,882738,Raast IBFT to OMAR ZAMAN,15388.97,7276.12,133217.09
01 Feb 2025,01 Feb 2025,495065,Mobile App MARYAM BEGUM,10034.93,14910.64,65497.11
27 Nov 2024,27 Nov 2024,558598,Raast IBFT to IQRA PARVEEN,2789.72,10179.23,197026.39
19 Jan 2025,19 Jan 2025,644397,INET Inter Bank Fund Transfer Charges,24615.95,8857.16,489106.99
26 Jan 2025,26 Jan 2025,576374,INET Inter Bank Fund Transfer Charges,13993.72,9075.29,339095.24
07 Jan 2025,07 Jan 2025,562012,Raast IBFT to OMAR ZAMAN,18288.96,18156.39,60920.98
19 Nov 2024,19 Nov 2024,857037,Mobile App MARYAM BEGUM,13291.85,6807.23,313797.44
03 Dec 2024,03 Dec 2024,,Mobile App MARYAM BEGUM,21095.86,5416.92,315103.86
01 Jan 2025,01 Jan 2025,,Mobile App MARYAM BEGUM,6897.44,9537.23,213840.42
25 Nov 2024,25 Nov 2024,930488,INET Inter Bank Fund Transfer Charges,6858.43,11669.2,78599.62
02 Feb 2025,02 Feb 2025,407008,INET Inter Bank Fund Transfer Charges,11507.34,10916.95,301645.59
05 Nov 2024,05 Nov 2024,,Mobile App MARYAM BEGUM,18112.81,2061.62,124024.27
16 Nov 2024,16 Nov 2024,290147,Raast IBFT to OMAR ZAMAN,23482.6,4411.5,438335.8
27 Nov 2024,27 Nov 2024,,Raast IBFT to IQRA PARVEEN,19125.56,23560.67,295721.15
21 Nov 2024,21 Nov 2024,424152,Raast IBFT to IQRA PARVEEN,9678.57,8093.3,488564.24
20 Nov 2024,20 Nov 2024,867675,INET Inter Bank Fund Transfer Charges,6529.23,12511.19,346144.31
19 Jan 2025,19 Jan 2025,059077,Raast IBFT to OMAR ZAMAN,24630.2,6636.94,154552.14
21 Dec 2024,21 Dec 2024,,Mobile App MARYAM BEGUM,22156.33,11779.76,488872.33
18 Jan 2025,18 Jan 2025,,Raast IBFT to OMAR ZAMAN,23365.26,14903.74,146279.78
17 Dec 2024,17 Dec 2024,,Mobile App MARYAM BEGUM,3050.7,11659.93,125309.87
30 Jan 2025,30 Jan 2025,,INET Inter Bank Fund Transfer Charges,23110.21,17914.91,179095.87
17 Jan 2025,17 Jan 2025,488218,Mobile App MARYAM BEGUM,23193.03,21866.94,365982.85
24 Dec 2024,24 Dec 2024,120527,Mobile App MARYAM BEGUM,1977.32,12468.9,176719.55
28 Dec 2024,28 Dec 2024,081154,INET Inter Bank Fund Transfer Charges,13473.94,6444.61,316986.7
30 Nov 2024,30 Nov 2024,,Raast IBFT to OMAR ZAMAN,13697.86,12846.8,337458.99
24 Jan 2025,24 Jan 2025,,INET Inter Bank Fund Transfer Charges,14050.86,14560.41,87412.26
16 Dec 2024,16 Dec 2024,152655,Raast IBFT to OMAR ZAMAN,21525.88,10059.56,236480.82
09 Feb 2025,09 Feb 2025,,Raast IBFT to IQRA PARVEEN,17683.12,18352.09,192689.84
01 Dec 2024,01 Dec 2024,,INET Inter Bank Fund Transfer Charges,6585.04,22981.07,314625.55
02 Feb 2025,02 Feb 2025,637220,Raast IBFT to IQRA PARVEEN,20210.34,14246.3,53594.57
14 Dec 2024,14 Dec 2024,210018,Raast IBFT to OMAR ZAMAN,19237.51,22064.55,275867.46
19 Nov 2024,19 Nov 2024,,Raast IBFT to IQRA PARVEEN,17606.56,16399.59,371350.9
23 Nov 2024,23 Nov 2024,,INET Inter Bank Fund Transfer Charges,13996.54,11182.78,37863.13
25 Dec 2024,25 Dec 2024,,Raast IBFT to IQRA PARVEEN,3000.24,9069.22,337333.33
09 Nov 2024,09 Nov 2024,,INET Inter Bank Fund Transfer Charges,21627.27,5094.84,311122.18
22 Jan 2025,22 Jan 2025,325824,Raast IBFT to OMAR ZAMAN,2042.35,3087.07,222845.79
05 Feb 2025,05 Feb 2025,,Raast IBFT to IQRA PARVEEN,5487.16,5376.85,290731.81
31 Jan 2025,31 Jan 2025,254089,Raast IBFT to OMAR ZAMAN,14041.78,20566.5,136388.91
06 Dec 2024,06 Dec 2024,259050,Mobile App MARYAM BEGUM,3347.42,17912.09,342551.12
02 Jan 2025,02 Jan 2025,701101,Raast IBFT to OMAR ZAMAN,22914.88,24208.8,272057.32
03 Nov 2024,03 Nov 2024,,Mobile App MARYAM BEGUM,3082.77,12496.75,445603.07
21 Jan 2025,21 Jan 2025,,INET Inter Bank Fund Transfer Charges,21332.52,5099.81,488394.19
10 Nov 2024,10 Nov 2024,582684,Mobile App MARYAM BEGUM,23000.97,7568.58,115095.79
03 Nov 2024,03 Nov 2024,724366,Mobile App MARYAM BEGUM,21554.42,6179.3,58652.83
07 Dec 2024,07 Dec 2024,492428,Raast IBFT to OMAR ZAMAN,10929.68,16036.52,128506.12
24 Dec 2024,24 Dec 2024,304594,Raast IBFT to IQRA PARVEEN,9324.82,23255.24,164185.66
08 Nov 2024,08 Nov 2024,154395,INET Inter Bank Fund Transfer Charges,14089.71,7366.19,251332.1
17 Nov 2024,17 Nov 2024,731663,Mobile App MARYAM BEGUM,19671.4,19887.83,375848.33
04 Dec 2024,04 Dec 2024,,Raast IBFT to IQRA PARVEEN,18233.38,2921.03,271174.71
01 Nov 2024,01 Nov 2024,,INET Inter Bank Fund Transfer Charges,9668.6,22564.39,467523.94
05 Feb 2025,05 Feb 2025,328968,Raast IBFT to IQRA PARVEEN,10192.59,11558.14,163607.39
20 Nov 2024,20 Nov 2024,,Mobile App MARYAM BEGUM,23954.64,4242.68,82264.27
06 Dec 2024,06 Dec 2024,125315,Mobile App MARYAM BEGUM,10006.3,11732.95,30459.62
14 Nov 2024,14 Nov 2024,,Raast IBFT to IQRA PARVEEN,19681.68,8655.99,188574.73
11 Nov 2024,11 Nov 2024,002840,Mobile App MARYAM BEGUM,20496.42,23973.82,43461.14
18 Nov 2024,18 Nov 2024,164959,INET Inter Bank Fund Transfer Charges,10088.06,19660.04,91322.32
14 Jan 2025,14 Jan 2025,793599,INET Inter Bank Fund Transfer Charges,20573.48,23047.5,179421.22
28 Nov 2024,28 Nov 2024,,INET Inter Bank Fund Transfer Charges,24663.75,21836.77,274465.3
04 Nov 2024,04 Nov 2024,,Raast IBFT to IQRA PARVEEN,5140.33,2567.87,142765.56
06 Dec 2024,06 Dec 2024,,Mobile App MARYAM BEGUM,22853.45,6970.01,20864.5
26 Dec 2024,26 Dec 2024,,Raast IBFT to OMAR ZAMAN,17404.88,2650.31,131028.0
26 Jan 2025,26 Jan 2025,,Raast IBFT to IQRA PARVEEN,21649.5,16229.06,229306.51
21 Jan 2025,21 Jan 2025,991174,INET Inter Bank Fund Transfer Charges,7559.12,13707.91,336746.41
03 Dec 2024,03 Dec 2024,,Raast IBFT to IQRA PARVEEN,7989.46,6724.63,468828.91
20 Dec 2024,20 Dec 2024,371601,INET Inter Bank Fund Transfer Charges,6543.91,1509.9,483006.59
01 Feb 2025,01 Feb 2025,,INET Inter Bank Fund Transfer Charges,15539.26,1243.15,123376.93
19 Dec 2024,19 Dec 2024,896659,Raast IBFT to IQRA PARVEEN,13674.32,19935.16,419812.98
02 Feb 2025,02 Feb 2025,,INET Inter Bank Fund Transfer Charges,2621.05,2843.06,155188.97
10 Nov 2024,10 Nov 2024,098407,Mobile App MARYAM BEGUM,1552.92,20921.26,227846.38
22 Nov 2024,22 Nov 2024,784845,INET Inter Bank Fund Transfer Charges,5248.04,15832.09,81972.9
14 Jan 2025,14 Jan 2025,314028,INET Inter Bank Fund Transfer Charges,18847.01,23553.84,225298.34
24 Jan 2025,24 Jan 2025,729297,Raast IBFT to OMAR ZAMAN,3563.99,17085.28,309315.15
06 Jan 2025,06 Jan 2025,,INET Inter Bank Fund Transfer Charges,24895.09,19597.26,363162.18
03 Jan 2025,03 Jan 2025,,INET Inter Bank Fund Transfer Charges,20368.39,2380.48,176009.12
29 Nov 2024,29 Nov 2024,902178,Raast IBFT to IQRA PARVEEN,22266.1,6713.03,188458.14
22 Nov 2024,22 Nov 2024,756894,Raast IBFT to IQRA PARVEEN,15747.87,13326.43,326562.96
22 Jan 2025,22 Jan 2025,484145,Mobile App MARYAM BEGUM,23467.64,18985.86,36058.93
24 Dec 2024,24 Dec 2024,,INET Inter Bank Fund Transfer Charges,7900.45,21784.59,13343.4
07 Feb 2025,07 Feb 2025,741512,Raast IBFT to OMAR ZAMAN,10360.2,4386.75,485932.16
20 Dec 2024,20 Dec 2024,394498,Raast IBFT to OMAR ZAMAN,19858.07,8827.7,84517.64
12 Nov 2024,12 Nov 2024,073720,Raast IBFT to OMAR ZAMAN,5794.6,14594.31,188349.91
12 Jan 2025,12 Jan 2025,435861,Mobile App MARYAM BEGUM,11556.88,4870.19,209306.69
20 Jan 2025,20 Jan 2025,477164,Mobile App MARYAM BEGUM,1792.93,2556.14,476969.33
03 Jan 2025,03 Jan 2025,367233,Mobile App MARYAM BEGUM,18734.08,8870.34,104709.25
05 Feb 2025,05 Feb 2025,521807,Mobile App MARYAM BEGUM,20964.9,13019.75,447155.48
25 Nov 2024,25 Nov 2024,,INET Inter Bank Fund Transfer Charges,11687.85,24142.79,118898.24
23 Jan 2025,23 Jan 2025,505288,Raast IBFT to IQRA PARVEEN,9909.69,10106.5,228186.69
05 Jan 2025,05 Jan 2025,,Mobile App MARYAM BEGUM,10052.02,2552.93,202399.1
22 Dec 2024,22 Dec 2024,777295,Mobile App MARYAM BEGUM,21983.76,5727.99,329467.68
14 Nov 2024,14 Nov 2024,,INET Inter Bank Fund Transfer Charges,15978.42,10002.84,12255.33
26 Jan 2025,26 Jan 2025,508970,Raast IBFT to OMAR ZAMAN,11871.5,19214.87,359429.2
10 Jan 2025,10 Jan 2025,,Mobile App MARYAM BEGUM,23109.22,10958.98,255385.61
12 Nov 2024,12 Nov 2024,,Mobile App MARYAM BEGUM,10319.69,14716.74,437159.75
23 Nov 2024,23 Nov 2024,,Raast IBFT to IQRA PARVEEN,19301.03,13265.35,387357.33
07 Feb 2025,07 Feb 2025,921275,Raast IBFT to IQRA PARVEEN,21440.76,90.68,341895.31
15 Nov 2024,15 Nov 2024,314266,Raast IBFT to OMAR ZAMAN,9034.93,4841.48,444330.78
21 Jan 2025,21 Jan 2025,,INET Inter Bank Fund Transfer Charges,18262.94,17518.06,303070.96
07 Feb 2025,07 Feb 2025,864651,Mobile App MARYAM BEGUM,4048.93,259.5,331291.94
03 Jan 2025,03 Jan 2025,,Raast IBFT to OMAR ZAMAN,15861.63,5161.85,66747.61
14 Jan 2025,14 Jan 2025,,Raast IBFT to IQRA PARVEEN,23753.65,9315.32,158712.66
17 Jan 2025,17 Jan 2025,835168,INET Inter Bank Fund Transfer Charges,15851.74,4649.91,485391.7
10 Jan 2025,10 Jan 2025,,Mobile App MARYAM BEGUM,23533.73,14319.37,166598.1
03 Jan 2025,03 Jan 2025,304870,Mobile App MARYAM BEGUM,1481.05,13017.1,169368.17
23 Jan 2025,23 Jan 2025,511841,Mobile App MARYAM BEGUM,24853.29,11969.93,349807.18
24 Jan 2025,24 Jan 2025,,Mobile App MARYAM BEGUM,4578.87,23327.26,319205.35
27 Nov 2024,27 Nov 2024,,Raast IBFT to OMAR ZAMAN,4097.8,19478.86,359905.9
24 Jan 2025,24 Jan 2025,,Raast IBFT to IQRA PARVEEN,20796.65,5.22,137006.32
23 Dec 2024,23 Dec 2024,964457,Raast IBFT to OMAR ZAMAN,5745.33,24409.11,99809.88
13 Dec 2024,13 Dec 2024,859428,Mobile App MARYAM BEGUM,16875.56,16599.65,407293.59
17 Nov 2024,17 Nov 2024,,INET Inter Bank Fund Transfer Charges,15530.45,4794.83,248374.15
30 Nov 2024,30 Nov 2024,119841,Raast IBFT to IQRA PARVEEN,2497.12,12638.34,203301.88
28 Jan 2025,28 Jan 2025,715733,Raast IBFT to IQRA PARVEEN,18699.35,10413.06,346361.07
28 Jan 2025,28 Jan 2025,,INET Inter Bank Fund Transfer Charges,20238.08,13734.55,332701.83
14 Dec 2024,14 Dec 2024,893367,INET Inter Bank Fund Transfer Charges,4948.74,3990.57,462896.36
22 Dec 2024,22 Dec 2024,838027,Raast IBFT to OMAR ZAMAN,14267.98,6772.97,276731.7
20 Jan 2025,20 Jan 2025,,Raast IBFT to IQRA PARVEEN,13758.77,6652.53,422503.12
17 Nov 2024,17 Nov 2024,,Mobile App MARYAM BEGUM,23552.46,465.9,101331.64
30 Dec 2024,30 Dec 2024,822329,Raast IBFT to OMAR ZAMAN,8157.32,5329.08,257332.0
10 Nov 2024,10 Nov 2024,764928,Raast IBFT to OMAR ZAMAN,10854.85,19858.37,31659.09
09 Dec 2024,09 Dec 2024,,Raast IBFT to OMAR ZAMAN,11277.01,9584.01,123351.96
09 Feb 2025,09 Feb 2025,,INET Inter Bank Fund Transfer Charges,22610.4,8006.32,343960.96
26 Jan 2025,26 Jan 2025,671824,Mobile App MARYAM BEGUM,22497.98,10680.2,70142.05
24 Nov 2024,24 Nov 2024,861824,INET Inter Bank Fund Transfer Charges,1613.68,17536.36,59798.08
05 Jan 2025,05 Jan 2025,,Mobile App MARYAM BEGUM,1905.98,11632.96,128629.49
23 Nov 2024,23 Nov 2024,499292,Raast IBFT to OMAR ZAMAN,17433.89,19686.83,368894.53
02 Jan 2025,02 Jan 2025,102143,Raast IBFT to OMAR ZAMAN,22604.18,18453.37,164178.65
11 Nov 2024,11 Nov 2024,811061,Mobile App MARYAM BEGUM,14964.74,20260.97,286583.97
09 Jan 2025,09 Jan 2025,,INET Inter Bank Fund Transfer Charges,14938.84,1132.86,187827.55
01 Dec 2024,01 Dec 2024,,Raast IBFT to OMAR ZAMAN,6560.72,4545.61,170422.62
23 Nov 2024,23 Nov 2024,,Raast IBFT to OMAR ZAMAN,8110.49,21581.17,116813.43
05 Dec 2024,05 Dec 2024,294322,Mobile App MARYAM BEGUM,13657.13,5897.83,308581.4
27 Dec 2024,27 Dec 2024,,Raast IBFT to OMAR ZAMAN,21035.83,11783.9,290551.92
10 Dec 2024,10 Dec 2024,032564,Raast IBFT to IQRA PARVEEN,1675.61,7118.58,132178.96
14 Dec 2024,14 Dec 2024,543971,INET Inter Bank Fund Transfer Charges,7345.18,3751.68,178653.11
12 Jan 2025,12 Jan 2025,,Mobile App MARYAM BEGUM,24955.91,3077.31,490464.75
06 Feb 2025,06 Feb 2025,240226,INET Inter Bank Fund Transfer Charges,18478.46,17286.64,135917.97
17 Nov 2024,17 Nov 2024,,Mobile App MARYAM BEGUM,18574.38,7218.09,344531.67
16 Jan 2025,16 Jan 2025,085438,Raast IBFT to OMAR ZAMAN,20263.19,22930.77,14089.18
15 Dec 2024,15 Dec 2024,,Raast IBFT to OMAR ZAMAN,14239.35,23778.45,160173.16
28 Dec 2024,28 Dec 2024,,Raast IBFT to OMAR ZAMAN,17444.25,17208.75,142922.28
23 Dec 2024,23 Dec 2024,,Mobile App MARYAM BEGUM,2607.04,23937.08,418154.02
25 Jan 2025,25 Jan 2025,485786,Raast IBFT to OMAR ZAMAN,16561.34,20967.92,126348.63
02 Dec 2024,02 Dec 2024,,Raast IBFT to IQRA PARVEEN,13378.23,17277.86,91106.82
02 Feb 2025,02 Feb 2025,,Raast IBFT to OMAR ZAMAN,21255.59,6605.7,226394.58
24 Dec 2024,24 Dec 2024,,Raast IBFT to IQRA PARVEEN,4944.2,16127.58,39402.07
02 Dec 2024,02 Dec 2024,687119,INET Inter Bank Fund Transfer Charges,20849.96,1659.62,334115.4
04 Jan 2025,04 Jan 2025,642561,INET Inter Bank Fund Transfer Charges,4499.59,17758.38,480153.84
11 Jan 2025,11 Jan 2025,,Mobile App MARYAM BEGUM,10263.05,1627.1,319023.92
04 Dec 2024,04 Dec 2024,,INET Inter Bank Fund Transfer Charges,16251.54,22808.08,197859.25
04 Dec 2024,04 Dec 2024,327930,Raast IBFT to OMAR ZAMAN,23022.93,4001.82,450865.54
08 Nov 2024,08 Nov 2024,706018,INET Inter Bank Fund Transfer Charges,9631.99,19629.32,337500.77
08 Dec 2024,08 Dec 2024,919756,Raast IBFT to IQRA PARVEEN,24271.2,3119.77,360610.54
04 Nov 2024,04 Nov 2024,648051,Raast IBFT to OMAR ZAMAN,24899.6,24086.41,47908.4
01 Dec 2024,01 Dec 2024,,Mobile App MARYAM BEGUM,14112.57,14902.15,155955.41
25 Nov 2024,25 Nov 2024,238997,INET Inter Bank Fund Transfer Charges,1192.37,17119.33,57739.13
27 Dec 2024,27 Dec 2024,,Mobile App MARYAM BEGUM,12299.6,10443.05,208514.86
05 Jan 2025,05 Jan 2025,139781,INET Inter Bank Fund Transfer Charges,21651.03,10099.3,169094.66
05 Nov 2024,05 Nov 2024,796397,Mobile App MARYAM BEGUM,9440.83,6508.39,137518.25
20 Nov 2024,20 Nov 2024,,Raast IBFT to OMAR ZAMAN,8774.28,14645.01,284096.11
31 Dec 2024,31 Dec 2024,,INET Inter Bank Fund Transfer Charges,4495.01,22176.47,347152.82
06 Feb 2025,06 Feb 2025,351165,Mobile App MARYAM BEGUM,14066.9,18030.06,55561.35
27 Nov 2024,27 Nov 2024,369810,Raast IBFT to IQRA PARVEEN,8392.4,4794.42,318012.51
04 Feb 2025,04 Feb 2025,914102,Raast IBFT to OMAR ZAMAN,8627.63,11226.06,399899.2
30 Nov 2024,30 Nov 2024,,Raast IBFT to OMAR ZAMAN,21856.18,1647.18,139679.95
06 Nov 2024,06 Nov 2024,744394,INET Inter Bank Fund Transfer Charges,21282.88,20938.8,444762.4
14 Dec 2024,14 Dec 2024,,INET Inter Bank Fund Transfer Charges,20789.74,18851.98,457098.09
31 Dec 2024,31 Dec 2024,816422,INET Inter Bank Fund Transfer Charges,5218.41,2873.82,43449.31
19 Nov 2024,19 Nov 2024,,Raast IBFT to OMAR ZAMAN,9419.1,1354.31,38903.53
08 Feb 2025,08 Feb 2025,144599,Raast IBFT to OMAR ZAMAN,19844.98,7738.14,389569.59
25 Nov 2024,25 Nov 2024,426292,INET Inter Bank Fund Transfer Charges,20879.67,1084.21,49628.4
12 Nov 2024,12 Nov 2024,,Mobile App MARYAM BEGUM,24393.47,17387.91,464530.88
11 Jan 2025,11 Jan 2025,079190,INET Inter Bank Fund Transfer Charges,11246.14,17701.07,179541.58
04 Dec 2024,04 Dec 2024,,Raast IBFT to IQRA PARVEEN,22775.17,22845.72,442642.14
17 Dec 2024,17 Dec 2024,548208,Raast IBFT to IQRA PARVEEN,22362.48,13865.08,435348.12
10 Jan 2025,10 Jan 2025,345305,Raast IBFT to OMAR ZAMAN,3152.05,11383.17,158177.87
08 Dec 2024,08 Dec 2024,607649,Raast IBFT to OMAR ZAMAN,14946.12,22588.27,412233.22
28 Jan 2025,28 Jan 2025,360426,Mobile App MARYAM BEGUM,18579.79,8734.34,242648.44
25 Dec 2024,25 Dec 2024,,Mobile App MARYAM BEGUM,4611.27,15552.67,59327.6
21 Jan 2025,21 Jan 2025,,Raast IBFT to OMAR ZAMAN,7549.7,13169.14,249375.41
30 Dec 2024,30 Dec 2024,,Raast IBFT to OMAR ZAMAN,16548.47,20150.28,136373.1
13 Jan 2025,13 Jan 2025,,Raast IBFT to OMAR ZAMAN,22211.97,20079.06,369007.64
06 Nov 2024,06 Nov 2024,,Raast IBFT to OMAR ZAMAN,14906.02,15176.92,109397.64
15 Nov 2024,15 Nov 2024,,Raast IBFT to IQRA PARVEEN,19650.05,20512.34,411957.92
12 Nov 2024,12 Nov 2024,,INET Inter Bank Fund Transfer Charges,1747.09,12258.87,466267.41
02 Jan 2025,02 Jan 2025,195992,Mobile App MARYAM BEGUM,19104.62,16083.21,152791.82
05 Nov 2024,05 Nov 2024,,Raast IBFT to OMAR ZAMAN,14376.02,1825.75,17022.38
02 Feb 2025,02 Feb 2025,835508,Raast IBFT to IQRA PARVEEN,10893.35,22629.61,83126.8
27 Jan 2025,27 Jan 2025,024488,Raast IBFT to OMAR ZAMAN,6793.27,15424.24,107972.26
31 Dec 2024,31 Dec 2024,578239,INET Inter Bank Fund Transfer Charges,21588.72,15272.75,106887.33
07 Nov 2024,07 Nov 2024,951208,Mobile App MARYAM BEGUM,14799.74,7015.58,398006.01
05 Dec 2024,05 Dec 2024,,Raast IBFT to OMAR ZAMAN,22884.62,18384.04,332597.79
18 Nov 2024,18 Nov 2024,858410,INET Inter Bank Fund Transfer Charges,15537.39,8992.03,457467.06
12 Dec 2024,12 Dec 2024,236508,INET Inter Bank Fund Transfer Charges,4607.05,15353.53,260265.69
22 Nov 2024,22 Nov 2024,726123,Raast IBFT to OMAR ZAMAN,15624.73,5562.95,34276.13
17 Dec 2024,17 Dec 2024,162889,INET Inter Bank Fund Transfer Charges,14831.21,20592.34,64527.79
29 Dec 2024,29 Dec 2024,,Raast IBFT to OMAR ZAMAN,6891.93,7740.18,126866.31
17 Dec 2024,17 Dec 2024,,INET Inter Bank Fund Transfer Charges,11448.49,20072.6,212878.46
08 Jan 2025,08 Jan 2025,113731,Raast IBFT to IQRA PARVEEN,3528.95,19296.52,186633.19
24 Dec 2024,24 Dec 2024,250977,Raast IBFT to IQRA PARVEEN,8769.64,22191.07,307473.12
06 Jan 2025,06 Jan 2025,302485,Raast IBFT to IQRA PARVEEN,22571.28,1838.11,55303.44
14 Dec 2024,14 Dec 2024,916841,Raast IBFT to IQRA PARVEEN,5612.21,17328.83,414875.84
05 Feb 2025,05 Feb 2025,,Mobile App MARYAM BEGUM,22164.43,4674.77,308758.92
01 Jan 2025,01 Jan 2025,,INET Inter Bank Fund Transfer Charges,2622.44,3131.06,262144.56
26 Dec 2024,26 Dec 2024,912565,INET Inter Bank Fund Transfer Charges,16019.46,23158.34,416925.86
07 Feb 2025,07 Feb 2025,359732,Mobile App MARYAM BEGUM,8264.51,20342.32,275992.87
27 Jan 2025,27 Jan 2025,,Mobile App MARYAM BEGUM,9135.39,3459.75,183865.14
15 Nov 2024,15 Nov 2024,671000,Mobile App MARYAM BEGUM,8912.37,1621.55,226012.38
24 Dec 2024,24 Dec 2024,885338,Raast IBFT to OMAR ZAMAN,18319.79,24985.39,460810.05
17 Jan 2025,17 Jan 2025,715518,Raast IBFT to IQRA PARVEEN,5747.98,5360.74,451642.75
16 Dec 2024,16 Dec 2024,878183,Raast IBFT to IQRA PARVEEN,5750.08,23504.6,345825.19
01 Jan 2025,01 Jan 2025,184584,INET Inter Bank Fund Transfer Charges,17616.68,15212.24,485978.38
06 Feb 2025,06 Feb 2025,,Raast IBFT to IQRA PARVEEN,24899.94,3926.97,165010.42
01 Nov 2024,01 Nov 2024,863700,Raast IBFT to IQRA PARVEEN,1898.23,15425.14,387003.5
24 Jan 2025,24 Jan 2025,720996,Mobile App MARYAM BEGUM,15608.61,5496.14,337425.22
20 Dec 2024,20 Dec 2024,,Mobile App MARYAM BEGUM,10569.33,23941.85,105618.79
01 Nov 2024,01 Nov 2024,099542,Raast IBFT to OMAR ZAMAN,20069.63,3098.47,397686.19
16 Nov 2024,16 Nov 2024,,Raast IBFT to IQRA PARVEEN,20963.63,20270.51,177879.2
25 Jan 2025,25 Jan 2025,983580,Mobile App MARYAM BEGUM,13025.5,20974.36,431328.61
27 Nov 2024,27 Nov 2024,687571,INET Inter Bank Fund Transfer Charges,19692.79,24084.33,417506.13
27 Nov 2024,27 Nov 2024,025497,Raast IBFT to IQRA PARVEEN,11217.81,24970.47,392165.69
05 Jan 2025,05 Jan 2025,,Mobile App MARYAM BEGUM,15638.25,9295.17,116459.42
