Date,Value Date,Instrument No.,Particulars,Debit,Credit,Balance
25 Nov 2024,25 Nov 2024,718598,Mobile App MARYAM BEGUM,23105.77,15050.4,195544.67
02 Nov 2024,02 Nov 2024,,Mobile App MARYAM BEGUM,4594.91,182.49,183072.19
27 Jan 2025,27 Jan 2025,214473,Raast IBFT to IQRA PARVEEN,2909.57,13510.09,392857.32
31 Dec 2024,31 Dec 2024,,Raast IBFT to OMAR ZAMAN,2319.58,5791.69,175357.63
24 Jan 2025,24 Jan 2025,,Mobile App MARYAM BEGUM,16633.58,29.93,309100.37
24 Dec 2024,24 Dec 2024,040640,Raast IBFT to OMAR ZAMAN,6150.14,12047.36,200515.17
09 Dec 2024,09 Dec 2024,097800,Mobile App MARYAM BEGUM,11176.59,7529.76,204197.16
09 Dec 2024,09 Dec 2024,,INET Inter Bank Fund Transfer Charges,5464.89,5781.88,30208.97
06 Dec 2024,06 Dec 2024,,Mobile App MARYAM BEGUM,2231.7,1221.48,237606.21
02 Feb 2025,02 Feb 2025,213013,Raast IBFT to OMAR ZAMAN,3526.55,24443.54,387384.56
04 Dec 2024,04 Dec 2024,968489,Mobile App MARYAM BEGUM,3523.08,13176.17,214788.76
11 Nov 2024,11 Nov 2024,712410,Mobile App MARYAM BEGUM,16161.88,23657.66,401065.86
07 Jan 2025,07 Jan 2025,,INET Inter Bank Fund Transfer Charges,10596.31,7934.4,49690.39
27 Dec 2024,27 Dec 2024,,Raast IBFT to OMAR ZAMAN,22498.46,12726.73,38054.61
03 Dec 2024,03 Dec 2024,,INET Inter Bank Fund Transfer Charges,12000.54,19964.62,415395.56
11 Dec 2024,11 Dec 2024,617132,Raast IBFT to OMAR ZAMAN,24634.42,10000.35,79726.91
11 Nov 2024,11 Nov 2024,,INET Inter Bank Fund Transfer Charges,1155.47,3466.8,447362.31
09 Dec 2024,09 Dec 2024,897183,INET Inter Bank Fund Transfer Charges,12184.95,20808.75,337179.08
03 Nov 2024,03 Nov 2024,,Mobile App MARYAM BEGUM,3954.28,18756.53,470239.7
19 Dec 2024,19 Dec 2024,,Mobile App MARYAM BEGUM,15456.98,20020.83,289910.05
04 Nov 2024,04 Nov 2024,,Raast IBFT to OMAR ZAMAN,19734.07,19362.22,332280.22
10 Dec 2024,10 Dec 2024,715468,INET Inter Bank Fund Transfer Charges,19767.72,6028.11,355321.78
09 Jan 2025,09 Jan 2025,678388,Mobile App MARYAM BEGUM,13337.25,9491.5,269577.98
28 Nov 2024,28 Nov 2024,,Mobile App MARYAM BEGUM,7119.44,7727.39,485295.69
27 Nov 2024,27 Nov 2024,967766,INET Inter Bank Fund Transfer Charges,21703.49,5202.86,245128.45
27 Jan 2025,27 Jan 2025,,Mobile App MARYAM BEGUM,3388.31,11938.26,101914.86
08 Jan 2025,08 Jan 2025,810583,Raast IBFT to IQRA PARVEEN,16862.61,6239.41,267067.09
02 Dec 2024,02 Dec 2024,,INET Inter Bank Fund Transfer Charges,7282.17,9177.57,203022.19
24 Jan 2025,24 Jan 2025,269097,INET Inter Bank Fund Transfer Charges,13306.38,2190.74,461445.55
17 Jan 2025,17 Jan 2025,806832,INET Inter Bank Fund Transfer Charges,22167.51,8817.97,96728.23
27 Dec 2024,27 Dec 2024,,Raast IBFT to IQRA PARVEEN,14417.76,12568.44,229507.95
18 Nov 2024,18 Nov 2024,,INET Inter Bank Fund Transfer Charges,19316.65,3478.58,54505.44
06 Dec 2024,06 Dec 2024,834797,Mobile App MARYAM BEGUM,19255.34,124.87,172188.14
02 Feb 2025,02 Feb 2025,042970,Raast IBFT to IQRA PARVEEN,3348.22,20220.09,486321.97
30 Nov 2024,30 Nov 2024,,Raast IBFT to IQRA PARVEEN,15928.58,24703.75,183944.91
02 Jan 2025,02 Jan 2025,605598,Mobile App MARYAM BEGUM,18595.06,6090.08,174177.68
17 Nov 2024,17 Nov 2024,071318,INET Inter Bank Fund Transfer Charges,7263.63,24789.01,445194.78
05 Feb 2025,05 Feb 2025,498900,Raast IBFT to IQRA PARVEEN,13553.46,4233.39,27078.89
03 Nov 2024,03 Nov 2024,,Raast IBFT to IQRA PARVEEN,4583.35,17122.54,53725.39
25 Dec 2024,25 Dec 2024,328973,INET Inter Bank Fund Transfer Charges,2350.04,23474.74,429137.43
01 Nov 2024,01 Nov 2024,,Mobile App MARYAM BEGUM,10491.0,20032.16,53098.23
05 Dec 2024,05 Dec 2024,487160,Raast IBFT to IQRA PARVEEN,8711.06,21180.86,456470.24
16 Dec 2024,16 Dec 2024,134711,Raast IBFT to OMAR ZAMAN,18279.41,483.96,340485.63
06 Feb 2025,06 Feb 2025,434831,Raast IBFT to IQRA PARVEEN,19446.17,9547.3,119453.7
22 Jan 2025,22 Jan 2025,,Raast IBFT to IQRA PARVEEN,11737.51,8463.69,218359.55
23 Dec 2024,23 Dec 2024,,Raast IBFT to OMAR ZAMAN,8365.12,8130.21,26729.25
21 Nov 2024,21 Nov 2024,,Raast IBFT to IQRA PARVEEN,12086.99,12502.55,495017.37
05 Nov 2024,05 Nov 2024,,Raast IBFT to IQRA PARVEEN,16832.56,18547.96,380106.81
05 Feb 2025,05 Feb 2025,936901,INET Inter Bank Fund Transfer Charges,12451.64,20421.55,268086.63
16 Jan 2025,16 Jan 2025,598661,Raast IBFT to OMAR ZAMAN,13925.79,14252.64,226982.53
10 Jan 2025,10 Jan 2025,178220,Raast IBFT to OMAR ZAMAN,9781.71,20321.2,278054.75
03 Dec 2024,03 Dec 2024,,Raast IBFT to IQRA PARVEEN,13059.52,16505.99,53237.76
09 Jan 2025,09 Jan 2025,,Mobile App MARYAM BEGUM,13937.11,20778.7,284005.51
27 Nov 2024,27 Nov 2024,065121,Raast IBFT to IQRA PARVEEN,12636.6,15050.81,454304.34
09 Jan 2025,09 Jan 2025,188243,Mobile App MARYAM BEGUM,2451.11,2732.2,170570.14
03 Jan 2025,03 Jan 2025,,Mobile App MARYAM BEGUM,1215.84,21099.14,235919.01
03 Jan 2025,03 Jan 2025,170017,Mobile App MARYAM BEGUM,23103.79,15183.38,350448.37
18 Jan 2025,18 Jan 2025,010979,INET Inter Bank Fund Transfer Charges,10644.97,12425.82,393656.65
15 Nov 2024,15 Nov 2024,813336,INET Inter Bank Fund Transfer Charges,5890.67,21941.59,251062.88
17 Nov 2024,17 Nov 2024,,INET Inter Bank Fund Transfer Charges,6008.54,5355.78,197340.68
04 Jan 2025,04 Jan 2025,361123,Mobile App MARYAM BEGUM,2173.94,677.53,210445.06
15 Jan 2025,15 Jan 2025,073228,Raast IBFT to OMAR ZAMAN,8113.79,15400.71,58974.91
06 Dec 2024,06 Dec 2024,617230,Raast IBFT to IQRA PARVEEN,8023.93,5036.05,130144.51
09 Jan 2025,09 Jan 2025,,Mobile App MARYAM BEGUM,6530.16,13877.88,84456.52
03 Jan 2025,03 Jan 2025,889916,Mobile App MARYAM BEGUM,20599.16,17966.09,233861.13
23 Jan 2025,23 Jan 2025,904590,Mobile App MARYAM BEGUM,1001.27,2239.34,421452.58
29 Dec 2024,29 Dec 2024,684069,Raast IBFT to IQRA PARVEEN,7287.81,11890.59,161660.14
17 Dec 2024,17 Dec 2024,,INET Inter Bank Fund Transfer Charges,12610.29,9227.21,489984.59
01 Nov 2024,01 Nov 2024,,Raast IBFT to OMAR ZAMAN,14569.81,22359.2,442951.65
29 Nov 2024,29 Nov 2024,,INET Inter Bank Fund Transfer Charges,22435.26,16435.52,431282.72
04 Nov 2024,04 Nov 2024,054988,Mobile App MARYAM BEGUM,17368.37,16836.84,161491.76
03 Nov 2024,03 Nov 2024,486888,Raast IBFT to IQRA PARVEEN,11384.85,21165.16,427828.41
27 Nov 2024,27 Nov 2024,571818,Raast IBFT to IQRA PARVEEN,8671.86,8654.85,273132.05
12 Dec 2024,12 Dec 2024,,Raast IBFT to OMAR ZAMAN,2726.38,14377.86,388042.56
28 Jan 2025,28 Jan 2025,136153,Mobile App MARYAM BEGUM,22523.65,13256.83,455682.84
28 Dec 2024,28 Dec 2024,,Raast IBFT to OMAR ZAMAN,18972.83,9030.03,46616.27
10 Nov 2024,10 Nov 2024,,Raast IBFT to OMAR ZAMAN,12197.63,5382.51,376731.1
23 Jan 2025,23 Jan 2025,858273,Mobile App MARYAM BEGUM,13470.69,7505.88,140551.96
28 Nov 2024,28 Nov 2024,,Raast IBFT to IQRA PARVEEN,1176.12,14813.35,303240.43
28 Nov 2024,28 Nov 2024,,Raast IBFT to IQRA PARVEEN,18465.72,2964.44,59022.79
13 Dec 2024,13 Dec 2024,,Raast IBFT to OMAR ZAMAN,9987.8,18777.69,233223.98
14 Dec 2024,14 Dec 2024,738779,Mobile App MARYAM BEGUM,8384.14,9193.62,333352.05
15 Nov 2024,15 Nov 2024,197238,Mobile App MARYAM BEGUM,11136.25,19463.9,62641.11
12 Nov 2024,12 Nov 2024,,Raast IBFT to OMAR ZAMAN,13102.76,14110.34,159976.48
02 Feb 2025,02 Feb 2025,,Raast IBFT to IQRA PARVEEN,21721.4,8737.54,170981.54
28 Dec 2024,28 Dec 2024,,INET Inter Bank Fund Transfer Charges,1582.35,17756.26,83735.61
03 Jan 2025,03 Jan 2025,267170,Raast IBFT to OMAR ZAMAN,17947.99,5166.28,404070.75
25 Nov 2024,25 Nov 2024,920856,Raast IBFT to OMAR ZAMAN,19275.02,17700.5,398842.23
10 Jan 2025,10 Jan 2025,064653,INET Inter Bank Fund Transfer Charges,2337.69,16873.6,205271.86
20 Dec 2024,20 Dec 2024,302116,Mobile App MARYAM BEGUM,8640.67,22394.04,187817.39
16 Jan 2025,16 Jan 2025,983645,Raast IBFT to OMAR ZAMAN,7229.49,9071.42,121373.76
16 Nov 2024,16 Nov 2024,591199,Mobile App MARYAM BEGUM,16057.96,15599.66,338167.85
02 Jan 2025,02 Jan 2025,599918,Raast IBFT to IQRA PARVEEN,22062.67,15259.45,234746.92
05 Nov 2024,05 Nov 2024,002067,Raast IBFT to IQRA PARVEEN,13776.0,23584.96,483069.47
29 Nov 2024,29 Nov 2024,,INET Inter Bank Fund Transfer Charges,16102.18,6393.94,249173.33
22 Dec 2024,22 Dec 2024,722661,INET Inter Bank Fund Transfer Charges,18731.1,13852.22,257971.42
25 Jan 2025,25 Jan 2025,230974,Raast IBFT to OMAR ZAMAN,23134.94,19839.95,215689.89
11 Jan 2025,11 Jan 2025,,Raast IBFT to IQRA PARVEEN,21750.22,20964.3,220731.96
08 Jan 2025,08 Jan 2025,900794,Mobile App MARYAM BEGUM,20263.14,4666.68,390471.54
08 Feb 2025,08 Feb 2025,,Raast IBFT to IQRA PARVEEN,14917.12,7285.06,451996.56
29 Dec 2024,29 Dec 2024,,Raast IBFT to OMAR ZAMAN,13739.7,19181.74,261357.89
01 Feb 2025,01 Feb 2025,,Mobile App MARYAM BEGUM,1510.24,2204.52,432881.3
13 Dec 2024,13 Dec 2024,,Raast IBFT to OMAR ZAMAN,17595.37,2148.97,29803.35
26 Jan 2025,26 Jan 2025,221494,Raast IBFT to OMAR ZAMAN,1149.57,21272.86,407277.21
06 Dec 2024,06 Dec 2024,198781,Raast IBFT to IQRA PARVEEN,21192.36,24113.39,436925.81
02 Jan 2025,02 Jan 2025,,Raast IBFT to OMAR ZAMAN,14203.84,21832.2,32956.9
17 Dec 2024,17 Dec 2024,575074,INET Inter Bank Fund Transfer Charges,23911.74,15779.77,218661.38
31 Jan 2025,31 Jan 2025,460388,INET Inter Bank Fund Transfer Charges,1985.73,16676.04,263293.31
06 Jan 2025,06 Jan 2025,,INET Inter Bank Fund Transfer Charges,24464.05,20543.36,310389.03
02 Nov 2024,02 Nov 2024,,Raast IBFT to IQRA PARVEEN,5345.65,16114.64,229647.66
27 Nov 2024,27 Nov 2024,728466,Raast IBFT to OMAR ZAMAN,9504.22,9691.51,244881.91
25 Dec 2024,25 Dec 2024,246310,INET Inter Bank Fund Transfer Charges,23285.09,19997.83,171417.93
09 Nov 2024,09 Nov 2024,,Mobile App MARYAM BEGUM,21240.67,17557.66,473841.35
27 Jan 2025,27 Jan 2025,463684,INET Inter Bank Fund Transfer Charges,5937.12,15395.89,130720.49
25 Nov 2024,25 Nov 2024,,Raast IBFT to OMAR ZAMAN,17045.05,14905.06,250316.84
29 Nov 2024,29 Nov 2024,717140,INET Inter Bank Fund Transfer Charges,17586.64,15338.96,269352.74
01 Feb 2025,01 Feb 2025,,INET Inter Bank Fund Transfer Charges,24414.53,3676.84,409683.71
10 Dec 2024,10 Dec 2024,574071,Raast IBFT to IQRA PARVEEN,16990.24,17648.34,463303.8
03 Jan 2025,03 Jan 2025,539905,Raast IBFT to OMAR ZAMAN,18564.22,23831.98,471527.85
16 Dec 2024,16 Dec 2024,,INET Inter Bank Fund Transfer Charges,5420.29,16424.55,79016.47
07 Dec 2024,07 Dec 2024,820523,Mobile App MARYAM BEGUM,23973.42,13200.17,191800.33
08 Jan 2025,08 Jan 2025,,INET Inter Bank Fund Transfer Charges,8060.3,8415.01,129749.59
21 Dec 2024,21 Dec 2024,,Raast IBFT to OMAR ZAMAN,12416.5,10594.45,100182.71
29 Dec 2024,29 Dec 2024,649235,INET Inter Bank Fund Transfer Charges,13941.58,5654.45,409528.19
13 Nov 2024,13 Nov 2024,,Mobile App MARYAM BEGUM,23449.58,1136.72,390758.55
09 Nov 2024,09 Nov 2024,,Raast IBFT to IQRA PARVEEN,6556.14,21501.75,61533.24
06 Jan 2025,06 Jan 2025,,Mobile App MARYAM BEGUM,24184.42,10873.35,163905.42
11 Jan 2025,11 Jan 2025,,Raast IBFT to IQRA PARVEEN,19509.72,838.04,173999.95
21 Jan 2025,21 Jan 2025,272527,Raast IBFT to OMAR ZAMAN,18185.99,6859.66,26465.27
27 Nov 2024,27 Nov 2024,,Raast IBFT to IQRA PARVEEN,16753.63,5295.08,244503.44
21 Nov 2024,21 Nov 2024,238152,Raast IBFT to IQRA PARVEEN,19268.73,11812.7,482501.51
07 Nov 2024,07 Nov 2024,,Raast IBFT to OMAR ZAMAN,12767.35,15234.64,196319.33
07 Dec 2024,07 Dec 2024,,Raast IBFT to OMAR ZAMAN,11275.48,19297.31,264194.0
26 Jan 2025,26 Jan 2025,,Raast IBFT to OMAR ZAMAN,21049.28,23754.12,146077.75
15 Jan 2025,15 Jan 2025,452364,Raast IBFT to OMAR ZAMAN,23231.41,11929.25,356442.62
21 Dec 2024,21 Dec 2024,,Mobile App MARYAM BEGUM,6157.09,15254.81,190433.7
03 Jan 2025,03 Jan 2025,,Raast IBFT to IQRA PARVEEN,6601.39,1491.59,76936.24
06 Dec 2024,06 Dec 2024,,Raast IBFT to OMAR ZAMAN,16196.81,13394.48,443939.84
05 Feb 2025,05 Feb 2025,362036,INET Inter Bank Fund Transfer Charges,21116.47,11887.42,299831.17
01 Nov 2024,01 Nov 2024,997639,Mobile App MARYAM BEGUM,20059.85,16951.63,190885.44
15 Nov 2024,15 Nov 2024,559560,Raast IBFT to OMAR ZAMAN,24251.52,23673.03,45623.77
07 Jan 2025,07 Jan 2025,286571,Raast IBFT to OMAR ZAMAN,13908.13,23641.99,37118.2
19 Jan 2025,19 Jan 2025,971348,INET Inter Bank Fund Transfer Charges,16793.41,21674.21,481941.74
25 Nov 2024,25 Nov 2024,,Raast IBFT to IQRA PARVEEN,15555.56,298.98,17876.05
09 Nov 2024,09 Nov 2024,980211,Raast IBFT to OMAR ZAMAN,8963.65,4719.6,328812.99
08 Feb 2025,08 Feb 2025,,INET Inter Bank Fund Transfer Charges,7835.65,6023.66,351445.41
06 Jan 2025,06 Jan 2025,951774,Raast IBFT to OMAR ZAMAN,18828.7,456.53,179122.32
06 Jan 2025,06 Jan 2025,,Raast IBFT to IQRA PARVEEN,13198.8,15789.72,271039.99
29 Dec 2024,29 Dec 2024,,Raast IBFT to OMAR ZAMAN,24298.58,140.76,234605.22
25 Dec 2024,25 Dec 2024,559593,Raast IBFT to OMAR ZAMAN,16797.51,6216.28,334387.23
07 Nov 2024,07 Nov 2024,,Raast IBFT to IQRA PARVEEN,24562.16,22975.86,148252.53
10 Jan 2025,10 Jan 2025,119116,Raast IBFT to IQRA PARVEEN,1975.49,18268.69,453076.14
27 Jan 2025,27 Jan 2025,165471,Raast IBFT to OMAR ZAMAN,19758.13,21291.45,322687.31
20 Jan 2025,20 Jan 2025,729650,Raast IBFT to IQRA PARVEEN,24227.64,4746.98,388865.0
24 Nov 2024,24 Nov 2024,,INET Inter Bank Fund Transfer Charges,17747.48,22149.31,348900.36
09 Feb 2025,09 Feb 2025,,Raast IBFT to IQRA PARVEEN,9986.04,13302.12,234567.83
21 Dec 2024,21 Dec 2024,778664,Mobile App MARYAM BEGUM,3582.43,9485.51,444433.91
31 Dec 2024,31 Dec 2024,475486,Raast IBFT to IQRA PARVEEN,10392.83,18750.49,341163.43
28 Dec 2024,28 Dec 2024,,Raast IBFT to IQRA PARVEEN,11563.52,11239.91,286215.7
04 Dec 2024,04 Dec 2024,,Mobile App MARYAM BEGUM,4613.27,23175.73,208642.89
15 Dec 2024,15 Dec 2024,,INET Inter Bank Fund Transfer Charges,3435.33,21766.41,63902.36
06 Jan 2025,06 Jan 2025,,Raast IBFT to OMAR ZAMAN,2076.82,2685.55,448872.77
23 Nov 2024,23 Nov 2024,,Raast IBFT to OMAR ZAMAN,23317.31,3606.8,446383.97
21 Jan 2025,21 Jan 2025,,INET Inter Bank Fund Transfer Charges,21914.64,6921.69,366592.53
27 Dec 2024,27 Dec 2024,745724,Mobile App MARYAM BEGUM,7637.25,17611.55,181390.96
28 Nov 2024,28 Nov 2024,402137,Raast IBFT to OMAR ZAMAN,3555.08,5489.1,220406.64
25 Dec 2024,25 Dec 2024,,Raast IBFT to IQRA PARVEEN,14938.83,8840.41,384759.96
24 Jan 2025,24 Jan 2025,947691,Mobile App MARYAM BEGUM,7151.75,20128.85,269831.6
25 Dec 2024,25 Dec 2024,,Raast IBFT to OMAR ZAMAN,7553.57,10108.77,197924.11
24 Nov 2024,24 Nov 2024,,Raast IBFT to IQRA PARVEEN,14326.63,4551.49,476813.59
04 Jan 2025,04 Jan 2025,417166,Mobile App MARYAM BEGUM,6586.68,5130.0,178502.87
25 Dec 2024,25 Dec 2024,,Raast IBFT to IQRA PARVEEN,17040.77,18011.86,494073.23
07 Dec 2024,07 Dec 2024,348178,INET Inter Bank Fund Transfer Charges,3394.7,6348.15,92140.21
17 Nov 2024,17 Nov 2024,,Raast IBFT to IQRA PARVEEN,7784.16,24937.8,183053.07
01 Nov 2024,01 Nov 2024,,Raast IBFT to OMAR ZAMAN,6048.41,4831.49,14152.66
18 Dec 2024,18 Dec 2024,550633,Raast IBFT to IQRA PARVEEN,21558.47,22604.25,48982.65
04 Feb 2025,04 Feb 2025,,Mobile App MARYAM BEGUM,11524.39,15225.71,104031.68
28 Jan 2025,28 Jan 2025,826925,INET Inter Bank Fund Transfer Charges,10521.3,12011.04,400596.84
29 Dec 2024,29 Dec 2024,,Mobile App MARYAM BEGUM,3355.14,16124.66,249945.82
14 Jan 2025,14 Jan 2025,208127,Mobile App MARYAM BEGUM,14840.36,20556.27,182072.06
23 Nov 2024,23 Nov 2024,714408,Raast IBFT to OMAR ZAMAN,17773.95,11410.41,126547.78
28 Nov 2024,28 Nov 2024,,Raast IBFT to IQRA PARVEEN,8403.34,20769.31,492365.82
20 Jan 2025,20 Jan 2025,580350,INET Inter Bank Fund Transfer Charges,6722.34,18687.52,312799.66
23 Dec 2024,23 Dec 2024,,Raast IBFT to OMAR ZAMAN,9565.12,4884.61,129867.5
05 Dec 2024,05 Dec 2024,,Mobile App MARYAM BEGUM,11067.4,12491.43,461666.08
04 Jan 2025,04 Jan 2025,,INET Inter Bank Fund Transfer Charges,23404.3,1864.8,254751.47
12 Jan 2025,12 Jan 2025,,Raast IBFT to OMAR ZAMAN,15008.02,20242.87,264034.86
29 Dec 2024,29 Dec 2024,,Raast IBFT to IQRA PARVEEN,15766.55,10855.94,23001.68
08 Dec 2024,08 Dec 2024,487190,INET Inter Bank Fund Transfer Charges,18723.01,13220.49,400142.03
22 Dec 2024,22 Dec 2024,758111,INET Inter Bank Fund Transfer Charges,3061.18,4857.41,373252.3
05 Feb 2025,05 Feb 2025,162418,Raast IBFT to OMAR ZAMAN,9416.35,19012.61,293894.76
21 Jan 2025,21 Jan 2025,774813,Raast IBFT to IQRA PARVEEN,2771.86,11327.73,295199.33
26 Dec 2024,26 Dec 2024,,Raast IBFT to IQRA PARVEEN,7477.35,11292.64,103297.36
18 Nov 2024,18 Nov 2024,295891,Raast IBFT to OMAR ZAMAN,7604.68,13822.1,469218.22
25 Nov 2024,25 Nov 2024,407721,INET Inter Bank Fund Transfer Charges,19499.84,10658.29,124044.41
08 Nov 2024,08 Nov 2024,759425,Raast IBFT to IQRA PARVEEN,23481.56,12455.52,475592.6
17 Jan 2025,17 Jan 2025,,Raast IBFT to OMAR ZAMAN,17396.49,6654.89,474318.42
27 Nov 2024,27 Nov 2024,198219,Raast IBFT to OMAR ZAMAN,1024.46,681.35,387329.05
12 Dec 2024,12 Dec 2024,,Mobile App MARYAM BEGUM,11325.0,16065.72,376797.75
12 Nov 2024,12 Nov 2024,936467,INET Inter Bank Fund Transfer Charges,2483.91,16514.85,360774.42
03 Jan 2025,03 Jan 2025,,Raast IBFT to OMAR ZAMAN,24603.73,6850.64,297164.66
09 Feb 2025,09 Feb 2025,199300,Mobile App MARYAM BEGUM,2355.66,21084.87,207348.78
24 Nov 2024,24 Nov 2024,,Raast IBFT to OMAR ZAMAN,19470.6,24901.68,105815.72
24 Jan 2025,24 Jan 2025,979944,Mobile App MARYAM BEGUM,23442.21,24031.13,33538.37
12 Dec 2024,12 Dec 2024,,Raast IBFT to IQRA PARVEEN,15146.09,10308.66,197576.53
13 Nov 2024,13 Nov 2024,,Raast IBFT to OMAR ZAMAN,8291.71,14273.28,430041.04
14 Nov 2024,14 Nov 2024,,Raast IBFT to IQRA PARVEEN,20808.29,23676.54,298877.17
27 Nov 2024,27 Nov 2024,,Raast IBFT to IQRA PARVEEN,6062.84,12.6,241529.63
25 Jan 2025,25 Jan 2025,,INET Inter Bank Fund Transfer Charges,24484.86,2000.05,492091.65
07 Jan 2025,07 Jan 2025,,Raast IBFT to OMAR ZAMAN,4172.75,5482.18,21328.46
09 Nov 2024,09 Nov 2024,750351,Mobile App MARYAM BEGUM,6229.62,21014.76,261284.77
29 Dec 2024,29 Dec 2024,867840,Mobile App MARYAM BEGUM,7679.95,21874.22,166840.73
09 Dec 2024,09 Dec 2024,733819,INET Inter Bank Fund Transfer Charges,5533.56,3239.05,125957.69
15 Nov 2024,15 Nov 2024,,Raast IBFT to IQRA PARVEEN,18479.0,21894.55,132355.59
28 Nov 2024,28 Nov 2024,775189,Mobile App MARYAM BEGUM,21820.44,3998.22,445920.14
10 Nov 2024,10 Nov 2024,,INET Inter Bank Fund Transfer Charges,5458.8,17715.25,99520.51
02 Feb 2025,02 Feb 2025,861701,Raast IBFT to OMAR ZAMAN,11286.01,11569.49,354793.44
19 Dec 2024,19 Dec 2024,345023,Raast IBFT to IQRA PARVEEN,14555.18,20412.61,390574.51
16 Jan 2025,16 Jan 2025,,Raast IBFT to OMAR ZAMAN,20020.52,23013.96,171349.62
16 Jan 2025,16 Jan 2025,,INET Inter Bank Fund Transfer Charges,4986.71,11493.04,478994.62
11 Nov 2024,11 Nov 2024,427158,INET Inter Bank Fund Transfer Charges,23699.61,6913.45,167496.38
18 Jan 2025,18 Jan 2025,262414,Raast IBFT to OMAR ZAMAN,7148.38,13310.15,228957.4
19 Nov 2024,19 Nov 2024,,Raast IBFT to IQRA PARVEEN,21829.51,2883.65,24901.4
30 Dec 2024,30 Dec 2024,,Raast IBFT to IQRA PARVEEN,8038.37,16575.43,242389.0
26 Dec 2024,26 Dec 2024,,Raast IBFT to OMAR ZAMAN,2418.69,3266.48,241682.01
09 Dec 2024,09 Dec 2024,,Raast IBFT to OMAR ZAMAN,15683.55,24194.27,210426.31
27 Dec 2024,27 Dec 2024,373013,INET Inter Bank Fund Transfer Charges,12413.73,23071.64,243261.66
11 Nov 2024,11 Nov 2024,325307,Raast IBFT to OMAR ZAMAN,21797.46,1581.04,68484.23
27 Jan 2025,27 Jan 2025,,Raast IBFT to OMAR ZAMAN,15775.01,1172.8,462655.02
14 Jan 2025,14 Jan 2025,078316,Raast IBFT to OMAR ZAMAN,22740.13,15311.28,220295.56
26 Dec 2024,26 Dec 2024,,INET Inter Bank Fund Transfer Charges,20965.03,67.02,97989.51
31 Jan 2025,31 Jan 2025,,Raast IBFT to OMAR ZAMAN,13662.05,15144.3,245837.46
18 Dec 2024,18 Dec 2024,,Raast IBFT to IQRA PARVEEN,24873.65,13394.53,41500.67
01 Jan 2025,01 Jan 2025,518470,Raast IBFT to IQRA PARVEEN,1301.53,6241.71,307312.57
09 Nov 2024,09 Nov 2024,677939,Raast IBFT to IQRA PARVEEN,18887.5,9171.37,187412.55
15 Nov 2024,15 Nov 2024,898824,Mobile App MARYAM BEGUM,9176.88,15899.95,192837.93
10 Nov 2024,10 Nov 2024,287851,Mobile App MARYAM BEGUM,15051.52,13737.94,45701.91
19 Jan 2025,19 Jan 2025,098219,INET Inter Bank Fund Transfer Charges,9741.78,9506.5,469528.07
05 Feb 2025,05 Feb 2025,283841,Mobile App MARYAM BEGUM,20989.78,9633.62,40257.2
16 Nov 2024,16 Nov 2024,435782,Raast IBFT to IQRA PARVEEN,15193.95,9475.79,173021.45
10 Jan 2025,10 Jan 2025,,Mobile App MARYAM BEGUM,24385.81,9717.52,214465.32
20 Dec 2024,20 Dec 2024,312523,Raast IBFT to IQRA PARVEEN,13236.65,24959.92,101321.08
06 Dec 2024,06 Dec 2024,507792,Raast IBFT to OMAR ZAMAN,21416.76,8801.03,488417.7
28 Jan 2025,28 Jan 2025,370150,Mobile App MARYAM BEGUM,13728.73,12895.17,42425.54
27 Nov 2024,27 Nov 2024,,Raast IBFT to IQRA PARVEEN,16177.21,16161.65,426996.99
21 Jan 2025,21 Jan 2025,,Raast IBFT to OMAR ZAMAN,13946.27,5063.89,328431.15
07 Nov 2024,07 Nov 2024,,INET Inter Bank Fund Transfer Charges,11011.19,18181.09,89785.67
02 Jan 2025,02 Jan 2025,969048,INET Inter Bank Fund Transfer Charges,10674.29,22072.04,136932.16
11 Jan 2025,11 Jan 2025,408330,Raast IBFT to IQRA PARVEEN,3218.83,15985.06,135845.92
19 Nov 2024,19 Nov 2024,,Raast IBFT to IQRA PARVEEN,10103.49,11166.03,261431.82
10 Nov 2024,10 Nov 2024,,INET Inter Bank Fund Transfer Charges,8626.89,8448.22,484298.0
15 Nov 2024,15 Nov 2024,533183,Mobile App MARYAM BEGUM,15059.11,14345.41,99932.49
19 Jan 2025,19 Jan 2025,296859,Raast IBFT to IQRA PARVEEN,12154.48,9043.14,47694.46
12 Nov 2024,12 Nov 2024,068824,INET Inter Bank Fund Transfer Charges,7712.43,4064.12,145943.33
30 Dec 2024,30 Dec 2024,,INET Inter Bank Fund Transfer Charges,11781.79,3590.47,279508.87
16 Dec 2024,16 Dec 2024,,INET Inter Bank Fund Transfer Charges,8118.91,15922.71,114849.71
29 Dec 2024,29 Dec 2024,461202,Raast IBFT to IQRA PARVEEN,9748.18,2609.68,134333.98
14 Dec 2024,14 Dec 2024,042635,Mobile App MARYAM BEGUM,3256.23,21373.77,367017.05
27 Nov 2024,27 Nov 2024,188481,INET Inter Bank Fund Transfer Charges,21114.67,15587.18,319815.68
27 Nov 2024,27 Nov 2024,931746,Raast IBFT to OMAR ZAMAN,21755.58,10814.21,131544.39
13 Dec 2024,13 Dec 2024,,INET Inter Bank Fund Transfer Charges,19242.97,13423.18,363858.52
10 Nov 2024,10 Nov 2024,,Raast IBFT to OMAR ZAMAN,8746.76,19919.51,463543.15
